"index","artist","album","genre","type"
546,"Patti Smith","Easter","Rock","CD"
547,"Patti Smith","Gone Again","Rock","CD"
548,"Patti Smith","Gung Ho","Rock","CD"
549,"Patti Smith","Radio Ethiopia","Rock","Vinyl"
550,"Patti Smith","Trampin'","Rock","CD"
551,"Patti Smith","Twelve","Rock","CD"
552,"Paul McCartney & Wings","Band on the Run","Rock","CD"
553,"Paul Simon","The Afterlife - Single","Rock","Download"
554,"Pádraig MacMathúna","Hives Of Honeyed Sound (Blas Na Meala)","Pop","Download"
555,"Percy Sledge","More Solid Gold 60s Volume 2","Rock","Download"
556,"Pete Seeger & Arlo Guthrie","Pete Seeger & Arlo Guthrie - Together In Concert","Folk","Vinyl"
557,"Pete Townshend & Ronnie Lane","Rough Mix","Rock","Vinyl"
558,"Peter Bjorn and John","Eyes - Single","Rock","Download"
559,"Peter Paul and Mary","See What Tomorrow Brings","Folk","Download"
560,"Peter, Paul & Mary","See What Tomorrow Brings","Rock","Download"
561,"Peter, Paul & Mary","See What Tomorrow Brings 2","Rock","Download"
562,"Peter, Paul & Mary","The Very Best of Peter, Paul and Mary","Rock","Download"
563,"Philip Selway","By Some Miracle - Single","Rock","Download"
564,"Pink Floyd","Dark Side of the Moon","Rock","Download"
565,"Pink Floyd","The Wall [Disc 1]","Rock","Download"
566,"Pink Floyd","The Wall [Disc 2]","Rock","Download"
567,"Playing for Change","Redemption Song - Single","Rock","Download"
568,"Polecat","Fire On The Hill","Rock","Download"
569,"Prairie Flyer","Just an Old Dog","Rock","Download"
570,"Prince","Purple Rain","Rock","Download"
571,"Procol Harum","Live At the Union Chapel","Rock","Download"
572,"Procol Harum","Procol Harum Greatest Hits","Rock","Download"
573,"Queen","Classic Queen","Rock","Download"
574,"Queen","Queen_ Greatest Hits","Rock","Download"
575,"R.E.M_","In Time - The Best of R.E.M. 1988-2003","Rock","Download"
576,"R.E.M_","Oh My Heart - Single","Rock","Download"
577,"R.L. Burnside","Mississippi Hill Country Blues","Rock","Download"
578,"Ramblin' Jack Elliott","I'm Not There [Disc 2]","Folk","CD"
579,"Randy Houser","The Music Inside - A Collaboration Dedicated to Waylon Jennings, Vol. 1","Country","CD"
580,"Ravel","Ravel_ Bolero","Rock","Download"
581,"Redbird","Redbird","Rock","Download"
582,"Reflejo de Luna","The Tango Club Night, Vol. 2","Rock","Download"
583,"Richard Wagner","Wagner Through the Ages","Rock","Download"
584,"Richie Havens","Grace of the Sun","Rock","Download"
585,"Richie Havens","I'm Not There [Disc 1]","Folk","CD"
586,"Richie Havens","Live At the Cellar Door and At the Santa Monica Civic Auditorium","Rock","Download"
587,"Richie Havens","Nobody Left to Crown","Rock","Download"
588,"Ricketic","Steelers Wheel - Stuck in the Middle (Ricketic Edit) - Single","Rock","Download"
589,"Ringo Starr","4_ John Paul George Ringo - EP","Rock","Download"
590,"Ringo Starr","Photograph_ The Digital Greatest Hits","Rock","Download"
591,"Rita Coolidge","Delta Lady _ The Anthology","Country","CD"
592,"Rita Coolidge","Delta Lady_ The Rita Coolidge Anthology [Disc 2]","Country","CD"
593,"Rita Coolidge","Live At The Fillmore East_1970","Country","CD"
594,"Rita Coolidge & Rupert Holmes","Delta Lady_ The Rita Coolidge Anthology [Disc 2]","Country","CD"
595,"Ritchie Valens","50's Rock","Rock","Tape"
596,"Ritchie Valens","La Bamba","Rock","Download"
597,"Robert Plant","Angel Dance - Single","Rock","Download"
598,"Robert Plant & Alison Krauss","Raising Sand","Rock","Download"
599,"Roberta Flack","Killing Me Softly","Rock","Download"
600,"Roberta Flack & Donny Hathaway","Roberta Flack & Donny Hathaway","Rock","Download"
601,"Rod Stewart","Driving Music","Rock","Tape"
602,"Rodriguez","Cold Fact (Bonus Track Version)","Rock","Download"
603,"Rodriguez","Coming from Reality (Bonus Track Version)","Rock","Download"
604,"Roger McGuinn & Calexico","I'm Not There [Disc 1]","Folk","CD"
605,"Roy Buchanan","The Departed","Folk","CD"
606,"Roy Orbison","For the Lonely_ 18 Greatest Hits","Rock","Download"
607,"Ruben Romero","Gypsy Soul_ New Flamenco","Pop","CD"
608,"S. Carey","All We Grow (Bonus Track Version)","Rock","Download"
609,"Sam the Sham & The Pharaohs","20th Century Rocks_ 60's Rock Bands - Wild Thing (Re-Recorded Versions)","Rock","Download"
610,"Santana","Abraxas","Rock","Vinyl"
611,"Santana","All That I Am","Rock","CD"
612,"Santana","Corazón (Deluxe Version)","Rock","CD"
613,"Santana","Supernatural","Rock","CD"
614,"Santo And Johnny","50's Rock","Rock","Tape"
615,"Sarah Jarosz","Follow Me Down","Rock","Download"
616,"Sarah Jarosz","Song Up In Her Head","Rock","Download"
617,"Sarah McLachlan","Wintersong","Rock","Download"
618,"Savoy Brown","A Step Further","Rock","Download"
619,"Savoy Brown","Hellbound Train","Rock","Download"
620,"Savoy Brown","Looking In","Rock","Download"
621,"Savoy Brown","The Savoy Brown Collection - Featuring Kim Simmonds","Rock","Download"
622,"Savoy Brown","Unknown Album","Rock","Download"
623,"Say Hi","Um, Uh Oh (Bonus Track Version)","Rock","Download"
624,"Sertab","Masked And Anonymous","Folk","CD"
625,"Shirley Caesar","Masked And Anonymous","Folk","CD"
626,"Shooter Jennings","The Music Inside - A Collaboration Dedicated to Waylon Jennings, Vol. 1","Country","CD"
627,"Simon & Garfunkel","Bridge Over Troubled Water","Rock","Vinyl"
628,"Simon & Garfunkel","Greatest Hits Simon & Garfunkel","Rock","CD"
629,"Slash","Gypsy Soul_ New Flamenco","Pop","CD"
630,"Small Faces","The Immediate Years (Disc Two)","Rock","Download"
631,"Sonic Youth","I'm Not There [Disc 1]","Folk","CD"
632,"Sonny & Cher","The Beat Goes On_ The Best Of Sonny & Cher","Rock","CD"
633,"Sonny Rollins","Easy Living","Rock","Download"
634,"Sonny Rollins","Global Warming","Rock","Download"
635,"Sonny Rollins","Mambo Bounce","Jazz","CD"
636,"Sonny Rollins","This Is What I Do","Rock","Download"
637,"Sophie Zelmani","Masked And Anonymous","Folk","CD"
638,"Stanley Turrentine","Blue Note Stanley Turrentine Quintet_Sextet Studio Sessions","Rock","Download"
639,"Stealers Wheel","Stuck In The Middle With You (Re-Recorded _ Remastered)","Rock","Download"
640,"Steely Dan","A Decade of Steely Dan (Remastered)","Rock","Download"
641,"Steely Dan","Everything Must Go","Rock","Download"
642,"Stephen Malkmus & Lee Ranaldo","I'm Not There [Disc 2]","Folk","CD"
643,"Stephen Malkmus & The Million Dollar Bashers","I'm Not There [Disc 1]","Folk","CD"
644,"Stephen Malkmus & The Million Dollar Bashers","I'm Not There [Disc 2]","Folk","CD"
645,"Steppenwolf","Best of Steppenwolf_ 20th Century Masters","Rock","Download"
646,"Steve Goodman","Jessies Jig-Words We Can Dance To","Rock","Download"
647,"Steve Goodman","Steve Goodman","Rock","Download"
648,"Steve Miller Band","Greatest Hits_ 1974-1978","Rock","Download"
